Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
Diffie-Hellman,81593B67BBDB03DA86CEF9014B714C96482E18462031B369072A54C9079C614559AAD09D41C453E8828E856B3A0544834E2B0BEAAD112F31B614D47446EEDCC32658296C511FB7B76616EBA0896627975201BCA39987C45BC16AE3ECE45CC0A01F94D618BB90DC5E3FB9ADB37FF16CC5C5D554010D95FEC83E97D8EAAB64AB42E926EF04F91D994698729D0CBC6954DF5B8778E9B06378F57CFF1138CB2BDBA52DD8E6C0EFA03CB34EAF345CFB8B8F1139017CFAEE9BBFD49F2B49B5414B8274A7918B2522D7B28D4C12E24A550A72D21E8C8C40B8C55B22B4CFA8F7DCA384B4FC8E5475580D4FF01E137B54A8CF23001E207757E7662140F4A1805F68719DD7,32,2048,0,0,KeyExchange,3.981324177879149,1.0,126.6484375,72.29238482584866
AES,4DEC21630172BEE7A9F4ACEADB9ED13B8A5046E635358A915EFB7CEA4B262E566814A2863E9776A66F0CBACDF277C0B071F8B68FBCB5386465D8DBA6EF42BCF4,32,16,16,16,CBC,3.9293946713471226,1.0,142.34375,69.51128926971144
DES,57B47EC0137F42C3E651E73396762FE2ED30340A47DE0FBCD9EB628D6FBD33387252FAD700D768DE6FF2E17B500323F0,32,8,8,8,CBC,3.8156138943130733,1.0,131.83333333333334,78.50990737197156
3DES,C1A428B98D89233785E3A25AC941107D6552A87B8CF3444CC35A17982BC05F9DC9D86F5AF9C183BD368251E5F8474E1C,32,24,8,8,CBC,3.8862481040036974,1.0,129.5,65.39622822966679
Blowfish,45616CF8E11DB6D970BCFD2E5494EAD751245CDA56B249D6872EA65B1609C0F731C9C356234BE5D1FF1E81941849F637,32,16,8,8,CBC,3.9191333724786657,1.0,132.91666666666666,77.55907246881064
RSA,89C3BBD2B764C68C3466585F86CFAE3C0460D6F702FC4F2EF25F966DA839DED3FA7303ADE4DE00160D46CBAC980C5A14E89A95FBE2E940304D4D6B39E22F0FDDBC99A1E5F1E8A9214EAF6F0BB1CAABF0D7C0F91A95F0DA67A57B3C53BB197A5F6D4F103C3D4E92B46FAD1E9B5E3B2AD5FA3051D3B926702B345F8DA1289DCCD067E60AE1E8B43ADCBA5B39692C68C29F280832014687D9A56614A99E13496B9A126B7601C8C1765401AA8A74F1F372AC48F7C463015F7E2DF69829F0960868B9A2BAF897AF712EE1E322687E47C711AD4FCF105D8D354A65A07A752219C999039FA31696171D452FB96AAADE2DB2F3CCF9C621EE1B694830751EE08E28A5F3F6,32,2048,0,0,Asymmetric,3.980473397684735,1.0,127.32421875,74.7077140491673
ECC,1697BB5DE9292FCBA91EC4F5E7A1E048710C36D97C78123E2A114C6931520F2404C711E01CE9D1A6379B50CAC3ED6E77772E09E4997F073701D0099A112E9F2F,32,256,0,0,Asymmetric,3.8234404253316576,1.0,110.390625,78.49156347728955
Diffie-Hellman,17DD526EEE0A54139A4BB4981FB0FC2742A2FFF377373DA762F58FC379064DDE46537BC90802755FB29D83898467F3B5E654D8FE591AF11BA94D71C366D034DB3EBC1C4FA1D8CF43E4EA6EE3B4785CBC29FED4378D4C682747D4E017CD1357341A9E9A62F35A6C1048CC730403F71F2BCC79C22296042B335840DC0681FFCE59D07EFACFFD4989D40649DBA0390E0566CAB5C903A7CE997FA1BF8FD892219F4F194BCC028F975B6B3FE38B4F8728B2549B3D881911988C60161C5334A69A554148CA1C1C8B1DA2B68F27E4847A8FC10ED165848704DCBF0FBDB22CA3BB13E31CE6D3AB29D25F82D3FF8C7E81C02E109D7B7762EEECDF09A9495ED3B0FA1DE669,32,2048,0,0,KeyExchange,3.9863758422472415,1.0,126.19921875,74.43366488451075
AES,FC7E695A9797AADF6324DDD28229AE866AE7A6FE9DE5DFF883989B52AA07E61B44159221AFF3DD2D121B3A81D316EB9C72589B012944211401BDB6023743110D,32,16,16,16,CBC,3.896221222157013,1.0,120.859375,79.09050732932097
DES,DA8D21F69C26CD641F710656F4273B6751E7174801DAF3F5F7966777F8DAE4533472533741CD27BDB62A4AA3072F33E7,32,8,8,8,CBC,3.815572815909051,1.0,123.47916666666667,80.8723246809782
3DES,F491947EE0C86181058C28546A484AA7454B97CE58BFB32BA11B296E562763A835B70D184405A2E3D11914E595C7AB6F,32,24,8,8,CBC,3.8976236686633463,1.0,116.29166666666667,68.40137618417401
Blowfish,E2D5F3E5ACC3FBB7D3ECDD0CB146DD1107264AC9D632AB1256536742EDF800768908E7F2D6AA7B30ABF77C8FA692F4EA,32,16,8,8,CBC,3.937711912746308,1.0,150.8125,80.76035956509439
RSA,506ECAE7AF5BEA3F9119BBA234747E8A38BFB7EC177AAB5780B41B46A7EA5BDC130331E8645487BA2BEBCAD55774D624E2CCA3BAEEA0A5448116280321292B819FF3A7BB0B9B2BD369791E11201E92908EF9D3FA1E103423C5BB1FA80676CAFF89C917BBA808FC00A6E0F7A932C0E42A59624F6AA0041B6430B0C22556E238B43E176FC33E21DD889101050F638FB484D43C0014DDB4859F4E992766F146394CF843BFD6606B7EECCB426BE5754F999519F0D50688411073FB3D8F19C725EAE2B1FB20CB76C70CB4A46833D0DA0E0BCFA5A62B74FE4F5F53041950D9F79B17308D47F0C9FBB5531126FEB560BFB6FFD1954ECC09AFB92B0250AEB1BE8C71493C,32,2048,0,0,Asymmetric,3.9675699845896215,1.0,125.67578125,76.70433519985782
ECC,871B179E3AA3100F9C91E91102548F80D886D2A777114238BD1271EAE3E73D80FC3BF7EEACEAB6F6375A7499C1B68338887E2C4D1651E60625F5265A88BB439E,32,256,0,0,Asymmetric,3.923039773202629,1.0,124.609375,75.97216126390887
Diffie-Hellman,B3EE1811F4DB36C0C794B742FF2D2A5506B0D04671B9D2077479E730DAABF8F64BBAA44DE848D8DA2C5BE2E5862A6E6792E290440B213F71E65AAF84E3FB15347EAB6009757942DC1AA12A2F7F1497E81AA65A0C7E0A6A6EFEC0EEA720466B6D60CE6F7C6AC280A52A277A6EBC524A0D4137E14E2C9119A99474815668FD1E3CF35AAE97B7354068490BC4BC7842F5EC58517E285A82228EE2017FE8603F277AC9FFBE13FA98750744FD76534D73295F14D5E8334D0EA990A4E3406CED38F644930CD8607426195F58456B4818092D74660C68238EE8DFD7E6C4C0E94DB77B94B91A1AE046238A55EEE17B28B8B76D8DE0D81F078498485DEFAB3E2E3FA8288C,32,2048,0,0,KeyExchange,3.964407822075271,1.0,122.73046875,73.35035793474545
AES,EDD01EFFA17B5A5E5AA858D5B482120A4E7EE42B5EA33BC7200602BFE32B0069A412280EAD969120B8D5A8D5F71BC0400A355B13857DEEC76BF17EC92F9264F8,32,16,16,16,CBC,3.9228257240943547,1.0,122.171875,77.50273275171898
DES,DF4B74F5C38DB6A018D28110B18EE689DA20F1A1092FB0D29DC13A4ED20D3FD9124150E0CD0ECE67FF4D07C17E9B1070,32,8,8,8,CBC,3.8442603404841185,1.0,132.10416666666666,77.25235691747893
3DES,04842AEEA2BB958F8E391FC648077EC1139B540373A1F08C5BE7147F1714D2775BAB642B75AF99872DDC476E3BB985FF,32,24,8,8,CBC,3.914071379660542,1.0,118.83333333333333,69.56481789589397
Blowfish,08DD95CCB7F6555550A8FF36E900C3E8E901414FB3D8CBB0FD3A31635A509023A7FC670BC3A6B4A8C0EDC4C3562CBBF6,32,16,8,8,CBC,3.86580612790821,1.0,145.47916666666666,77.49892192350521
RSA,4639F7FCF4E71EB80FA34A268C231FF0E8010B5B10147F99AE49DD025AFCB9F898F586F18F3714E8ECBEB55C23DDC70E5A3A0C16AE0BE612B7B31898068C0F61E6AF7BDE71216E38FA456BF6ED0B99744726992BFC4F06B15540A02083CC40FA349846A84BB71026DE79566F7966F3D5430BAB236DE1FF834E5823B4D269965C82A2FD882D34CE683609334FFEDA767FC4404AC6ACDC8AC231C17F693E96B2CEDCE1939EEDBF20D462B193C021246DB095D8B9AAFE026B17D62C7E323B0B61F47DAC4EA2B1801D91E67C39EF7899899FCB514A9B6283D4DAB92E9CAD9D501A5689813C6AA125E1F8AC3A4A0AD0956EF9A8294D3792D22F1A3BBFCA4F2FF3AA1C,32,2048,0,0,Asymmetric,3.9782245406507633,1.0,127.4453125,74.86120580298812
ECC,029656D7C22AF3A95441F499D8E6A5847D968DF80128FC55ED472D0C9C905B7C5120F3F63961CC750BA08413130DAAA162B725952A276D6B13E145F99A3A28B5,32,256,0,0,Asymmetric,3.9400124117458653,1.0,122.390625,76.3692954472501
Diffie-Hellman,A385930B1A02551B84AC011B7B82F39993B98F745A2D7F9FEEA92FC6A652566C6DC5DEA56F989C6DF38E8F68E3358D2AC1A62F24E3E503B51B3628085B63CBCD12BA272D46D6614BA5E651BDA2F878D87ABB602596A2EA0349EE0F6797857FD7AA13D876056783A691BD975E031F3DEAD32D2EDDD043E8E72B99E351EAE174D47B21793707EA6CD66437572608A8B284BFC469F8C40A818F51945D1A596EB6A15D6C56EA8FF2FEA9A9B9EC892A08A6C772D425B305AACE454EF94AB19576D63D14886E69F58A3DB77D9757B65BAD0324316A52A4055722F98B0869C194900DABD7C838C8EF3D6E5F25D3331EEDB5BB4343D454A3CF62DE8EE33386799FD55148,32,2048,0,0,KeyExchange,3.9673875699981567,1.0,127.8125,70.78612703948423
AES,B84CA9CF8AC94C0B8DF2C0A1E56B14FC33967DB55ED2F00253D5EF7CB8DDF1594AAD08B46083262315C3F9354B0FAD6C12BEA34E04DBB67A1F0F3066EFDD60A0,32,16,16,16,CBC,3.9307245733329745,1.0,130.703125,76.74280904576256
DES,24AF468083AA4E69F3D5E78586434405DDC3A4DE46BCD6BFCB5C36C4BBC8E01934F859CF1270C2863D012FB63D79C7D9,32,8,8,8,CBC,3.918259903321308,1.0,137.0,71.8667748916934
3DES,76FFEC8AEA666C1429791C77FE0E3F8DD7002233BAF3679F98CC677015922A0DA65FD4F8E29A5F66A94F51F70A83B22A,32,24,8,8,CBC,3.8766663371524728,1.0,125.22916666666667,76.29445141012695
Blowfish,F66ED49C179E4E86FC45E5154556559463C504C493908A0033D3E5C78EE23CCC7AFC1659A4D35741D2F10ADA6FCE8618,32,16,8,8,CBC,3.8086959319492197,1.0,135.1875,75.52308042633942
RSA,43E9A5584FDAFCD96A43983363D84C85CDD723FF1E48DE3F5330DB1FB0E424F4C483E02B289BA315BA2E8A3C55CB18DB30C06C0AA63852FD264C79CB892838574B9D88C5D23A27B89038F216CDDCF574DBE9C8E0677B2EA3897C286C4A326277A4651E2CCBE1A6EE60E39AF336B87F8B6E57B406462BA335E7D9A23337ED6646CD9BF86DF4D0D756E7DD7D5A670D6035DB10B1E073683B596074CEE1E65079699C6719EBC2B563C56D75058E56FCBCAF9BACF3728625037015BAF61FCBD3918D51A737CC844DFE3E6576E03F15B27F964CD63A2D569F6AEFD6D0398A08E4355F60A686688FD477F9761C2A9C64FD5EA9F3231E1F6871CB772574B29AFE798747,32,2048,0,0,Asymmetric,3.9699169644413486,1.0,131.6953125,71.12187587534052
ECC,4D3A8145CAC1C4E680A347462F0A6324AB2CA193CF0FE127E9E26CDC776DBC573261C19E06BF1EC935EF4EDACEC8799FDD500EA4AD5E3E92850276EDEF6FFB4E,32,256,0,0,Asymmetric,3.925723388507438,1.0,131.25,72.08740354597327
Diffie-Hellman,976B151D6C545FD6D6FDDB11E17B8D2241C04AA4EEB4F791C3BEDDBDD1A246921FDA7B8256D0F05AD5D3BA63457FDB9219143E2FC77AD3FEFDD113B297F08ECE49D02D193A9C9BBB84589667604D43235C58819C5CCAE6596B1705A05D69C74E175631364F70775BCDAB0E2CF12864261809A7196FEB3BA5D520C204D2F71CFA1E31A0B96A1F6639F84B977A52A0ECA80F0A1497D95217A64FF7C03E53986FA54768734931464EE99992A031CB6591533B88C363DB095734CBC985D46D32DB543A0C3C48A6421E84F8540258AD31E672A45C4A6BB1B9C9F096C0788C88495F770722CFBD5B809F3B08D8C894CD96409B4C28471457C1E387BC85977C34C1234E,32,2048,0,0,KeyExchange,3.9830538495751386,1.0,123.85546875,69.86274636362197
AES,1F6253A25690573607A4A72A2DDC3D9D0C8190C2C48B40AABB3CDC8C53740CE9383DC1557F6C4D029E6803B67F4A2C782A5F62AE4A57B1D97103DF1397415EA3,32,16,16,16,CBC,3.9438958302168916,1.0,109.734375,62.951182025116694
DES,DB97A4B353BFC0D7C3CEBA2A224C576729123D68E754FB57B289A610646B1C4A79F25EC598458D656A006B5402FD14E1,32,8,8,8,CBC,3.9428904030775604,1.0,123.33333333333333,71.44850515503379
3DES,1E5345CEDB6447A92D021D3CB6E86BA0DD1859BE4C76EA5457CDEDDB07374760EF40B8A45D5E8077F7DCD6A15F7C91A0,32,24,8,8,CBC,3.8679008735698845,1.0,129.75,70.2805390322717
Blowfish,1E644865820404EE6DF33FFECBE965C8EB924AB487ECDDCD62237C80C8184C8F0918B705768E2E8A82C1B4DC721AB9FD,32,16,8,8,CBC,3.8874392308645187,1.0,131.47916666666666,76.38689612299714
RSA,53D1E2187F7FB7C5474106D2CE9D1DFB513121BDE4BBEF1D7C0FE3C214C787ACFF62286A43CAD084B1E61210D70D857AD2C1C5032FA2505F5BDB4098941741C8760B77469F901E2912619EE406EBE2556F1A0619BC8ADA4ECF5ADB8B6638EC49ED40C1081167D5C39C3227965F577127019DAFF303FF9F872C56C62448972C8F9EA651BA7C2DEF35526D09CCA5EE0FC067A3C82AAA00A3665A96533C8B50DAD2DA64A7D8AE7F802796096AFE41D3C8EB33991C6DD6D9FEBDF2AED508055E25DEE165452085F2E77A0AF3EB5B8E2A9AE50B7EC02BD1E170880EE74CBCF5743461C024921F434F3FF52732C4010B109AFF5DE98B65A212AE65879F02D1433AADC1,32,2048,0,0,Asymmetric,3.984882806922887,1.0,125.82421875,76.19596163644205
ECC,9392E784745DB5CAC0C389EB33267E899BE6B4AA374755F6CA6445E0AA2BC4CA8DFCBCA92565E1AC1797D122212415581F35AB689D7DD5AFE24E6BAC6C04F336,32,256,0,0,Asymmetric,3.9351653938821034,1.0,135.28125,69.0526223139824
Diffie-Hellman,59D56E25A48CB922E58381F87C7B5A8296EF1DC30A66D9BC4AF5BD1F3C2015A54890D5ACF3DF89BB4E34B70C1791AD10BBB875725A82E3CD9D6A62ECB02149B3C32A23204A67CBFB5AFA3E6D396A7576A974BDE7E23B1E648DE595188CF0FCADDD27BB9A937FA9925EA9F91D1AFE699A8678F27369FF132957D2F1D7AD57F7CA408B551B85B7F7C09AA0AA3976FB31707E75FBB9F982CA657E23593BF7D44EB4AE7FC541856FFC4BF560D7DB61E8E33266DBE1213B075D51EA90DF022C0E2F0311644965C32F007B4E0C3FF262064296D62B590C90C83D512DC2EB355C4811365AA1EFBA058F65C2F1E40D42A667B0644E4F6E2EBB109C64AA985B0548FF2031,32,2048,0,0,KeyExchange,3.9862967611075106,1.0,128.68359375,73.54822427044014
AES,1A78E0AAA8B28719EF28CD3376FA8073012D3F4534D37B0B16425D3E03E1165AEAE0A230D2FE27C1BC97A722F71707215432B111F54C46FF9F94C02D7DF404CA,32,16,16,16,CBC,3.905415904914994,1.0,119.640625,81.55430843682862
DES,6ABD70CAF4C460F279F21F4365043866890A3111149D53DC452869CA307D76B92E57CAA5FEF72DDA4EA7BFC20ACD4165,32,8,8,8,CBC,3.9322718100621405,1.0,124.39583333333333,74.89930450926911
3DES,DBB9FB68AD32540F800A0B2A21223C6241B643E45F4396973B8D4FFE4FE6E775B68FB3377AAD96D5CCBE00F06CF3D822,32,24,8,8,CBC,3.915067127420716,1.0,128.0,75.16759053386417
Blowfish,967EDC034F305C46DCFDD6FDAE3FEE67D7F2097CC55AEEE649E0DD94F2D50014219E23CDEC77884D84BE56AB687CEBA0,32,16,8,8,CBC,3.864512718568645,1.0,145.6875,76.60209860321496
RSA,0BC58E1F2F281F3BC8823FA8866F88AAE63C64688498C6B951684084EAD1FC26504C282DC5C3AEFC569D50B866E59B87ACA6630DB0B6FB77241A332F4F3FDC6B40B0CCAFC22CA9EDCD815D086C64D01C7BB4ED94676D5A77CBEAFDF8B6D38DDEC0156779660EB61A91B4881A20454E86B72FF9CCDBE309A32C1171A509EBF36F34DA8AB5897A61EFBFDBAC13B0D45A1F7EC2C32FBE0A1AE64B293FDDC7ECC9D2736625C418EDFD2097C3F6C3923A03B7CBD8F60AA168DA8C2FC7E18483237CDDECAE40D99F617F28758B48F7E053C4195F1BBE7CF55B98A16DE3D618B217500CD611C857E494FD6B32067B14274B57D59AC1355B5C6978E34860CFA3903D7C05,32,2048,0,0,Asymmetric,3.9778523618577353,1.0,131.91015625,72.80901101066121
ECC,622320332C6FE3897B5C5DA0583FE3F4ECAA02A0B7200048B17728A61974C762F933449F6B1F313D35ABC029807F39A7AE8F7114520D81E61290761C41EF3C7D,32,256,0,0,Asymmetric,3.9296715317348743,1.0,109.875,68.32470728074874
Diffie-Hellman,3D0D44CD08BAD55BAA426DE2997A48A561E5C85C8A5C362F0A15791D518CF1898C28347B30B131D0C7B59E3FDC87E43CB4FEAB01AADFFEAEE1B735247E02305137ED33E76AC96E7F802C3E62E4ED804B9F960570F66669B4CAAC8FBEA28D57D1B3D62C0C1A7039103012C70F5CD6154161ABB5F2B66A9484B5873B8A9F174690B0573F0ACFF6B36DAEF9CC5E2DF0FF9B32BF2F8425123207EC580CE8FC02A9D25F2FE061BA562ECED0259770357113A454275EFF3D05D477B06EDCC921B657CCDD0300306439F30CFB7D306EB6241C12CDEEF9EFEDF7E2FDDFEE02D5413E913B3B2BBB8E871E70E7550E3F1B1F69AC27D19E90494134F7873048ADF110C108D0,32,2048,0,0,KeyExchange,3.980768430104047,1.0,124.8203125,76.77915097799887
AES,0314B6C7168F984177BC965B648B0FB74C1702986EF75792D62B540B223D17663DBC16D5BB7A4DF5B99ED441F122A2B755E35DB94699A956B1950F9783F832E7,32,16,16,16,CBC,3.883670940523429,1.0,121.265625,71.87690045041853
DES,CE00490953E63E6A235F75F280C261DF7D86CEF6D988E9CDD5286B987AF532ED9F516156893DC7954BC64C13F1395965,32,8,8,8,CBC,3.862054078075312,1.0,133.1875,71.26787970104999
3DES,FB66C604D632BCC12DA21DE5C44C8BFAE0DBF085432966CF3E5EDB3A92DE8543950FE2A5BCB83538EC16CB9DFF67F6F7,32,24,8,8,CBC,3.900818164138663,1.0,147.1875,77.17665240915372
Blowfish,23841DB7F4204988FBF7F5E9AD2EDB64C9E086FF32653C00FFD46DF1FCD8EBEA1C595E9934307D150286DA2F760EF0C2,32,16,8,8,CBC,3.9188642938436353,1.0,140.29166666666666,85.38807448285088
RSA,84267FE2A7583E5A39AE792270B006263F5CB659E415B3FE25846DDEBD30E3EBD38150DD15BDBE4F130A6C917B8B891EC14977F6F9FD2F6ECEFBCFEADB8B32C7EC18556C5ACEBB50EF963CB7518E052958DA6A45ACFE49FB5261A1FC7854CBDEFEC618A474DAFAE3235C0652D572E328490F1E72ED6B82352522302ED2FFEC0F80CE71DBD33E9D79D420488A89146B59CFBF3CEF9C5B021C50CDA4A9BB22476E9352F601C323539A8504C1A9FAEE640C4F35DC6E99B8D187712BFAD93CC5344CA1A89689E065E1AE336F4DBF2A0CEFFEA754C1DD785C37D433B7CA9527EC7C55976AFB48CBF1B5B0CFD076D9F027495C720C501F496D7AA5DF794AA24C22DB50,32,2048,0,0,Asymmetric,3.981511545496056,1.0,132.26953125,73.88748843109552
ECC,EA9ECE7011649D20A30D6AFC488C331E5928E5F98991D7FF368E193237A7F625987E0E4DE99D175BA74AC9AACFAC1545A0D76D6C5124E8BCEB5CB8869C4B7F63,32,256,0,0,Asymmetric,3.9530830548570597,1.0,127.546875,71.83007937302015
Diffie-Hellman,9E59E668AFD09440576E11D02E197C2DA14173EBEA768D9555B844AE079A378E41F17895C808B5AE04EAF8F0F896A76B4313D1018C728DFC4021D8A02D5EA7B1853EC352378EAAFCF6CD4FE5F9B29DF80F23EC545D5D460FA22BBC09EED8C3AB863CE0C24AC6EF68BF56B7DEA419B39EC434E0678152483D8679C10370F9A06DFF37EB1B3C395E5C53C334045E9F54AD3A08FFCFB0B1EBFFABD9F234647A90A9AB07C58960EE9B3ABC8E94012336B6C9FDB5D53B3D65D40B81694F38CF0D4DE8EED52AF01E9EFDAF958C8D82946472BDB6523B1A457E9D29CF1B7D2220317487788D5C08CF6CA85836CA0D4483B62DC30A9C6159EF013816EEB4C5B18F491A13,32,2048,0,0,KeyExchange,3.9871406232512037,1.0,129.3671875,73.21270073108793
AES,907EADF8EB4D212C72CEF733DE3AA7F347AA8ECB4B1CA355D1166452BD60E9A21072548C56913A11204043ED4974F70BE0B72D609EBFA4A85B17590BF9461387,32,16,16,16,CBC,3.9583803369730672,1.0,122.515625,73.26834074727894
DES,5EB7005BE595AB65F0C2F3A4A2F7F27825385E152F104595062364C9AC00A1604462B6744C966D95EB9711273DB47ACF,32,8,8,8,CBC,3.8874248629545427,1.0,121.875,72.10629451256897
3DES,62037C080AB28EA0503BA838E0AFE3A2B039A13453E285972B4894B371BB1EC91600A1254F5AB99A79DAF4D9724D02A0,32,24,8,8,CBC,3.8445939327966916,1.0,120.14583333333333,69.85580075631196
Blowfish,6DE75A07C4E3499D22E642786755DEBCBC035DC9EF85494B3CADC51E6A61135C29A7EFC77C64F9D546E51D03C571A365,32,16,8,8,CBC,3.8653844681512783,1.0,128.20833333333334,73.32091514173989
RSA,30B4E67F585EBAF0E1D74EA9E24CDD60D53A6E7C4DFFDC1AF08DC1FDCEDFBA86C93878322C85ECADA1E76D05683A44B95C2CEE0FEA4E4289356887ADEE8977785899C15D9B42531812B03F9203980FDFA64024BC40715F9276257C60B50373C9E637512347B61B9E4FCA1E69E2002CF0C091C2186969615E15A795A45BC3BA098A0A304DE713214C060BE0615AB6695B7363FAB183385B777D5EF64361F88B26D88CA00B4201F1F9AF8FF25BBAA4BD025E0175F5571805189AB7159ECC31E2D09F4E027729F5CCD8AA7231B3368A8EE1673233FCB8F67FC932FC4FF3DBACC662A398C7EC4FA6E0E396826155E9EB727AE8D4B4A25BF0D130F37FADA2C06EF2F6,32,2048,0,0,Asymmetric,3.9909146448492447,1.0,132.51171875,73.26935444079535
ECC,531D2D8A727AB6985B7C76E4AC3759112D3CAC86B36710B3B16A15EC9FCB0A84C93819801D7370107E18002F2B339DB3ABE4DC8EF100546CC86B7213923AC3DD,32,256,0,0,Asymmetric,3.909337125879266,1.0,113.34375,68.70207846883164
Diffie-Hellman,3428DB913292A51A56967B16971EA98D4DE922EDC7427EFAEBD9E0239EC93CF504EE84B001E9BAF81C7293F5F4A7459F95BC9083687C444A540A74EBE1810DB46D280647A4DB5E5710A6786D1825741EEE73D1C22CE98103BCE8823E9D2A415DB9CA4FD064275096EFC155B205AB2A7A373EDDC875EA444D4D268CA846AAC4B2CEA23C8904BBCDC5D9E262662A891B03BC98A8CF019BF6E01B121DA99AE627A16DBD23364BA4326E88DA36AF009CF68E12E050DE929A09BE727656963F56EC23ECB44BB1B871C6427B27554FBC84D8731017477E27786A5E94CDC198150A241B1547019417F61816F02C9092A2EA43C7E536CAC0FAE84892AAD8C1B40E0E57EE,32,2048,0,0,KeyExchange,3.9690433305974224,1.0,126.03125,74.25430727195224
AES,7CCEB38551B7C21F4B6D22E81BAFBADF49D205F3FF41337E3C0E737DFB1EFC9A4ADFED65600F1F14187E49F34D2C113763627AA8F903FCFDFD490F8BC0BB35C0,32,16,16,16,CBC,3.9104885276961996,1.0,125.390625,81.480752556106
DES,E752B378CC3DBFC034BCC71CEF743FC17F54E8B40066580455CBAA819BF3B878292D5269115512F48B1363872FA44235,32,8,8,8,CBC,3.88287994512653,1.0,120.89583333333333,70.64619581151479
3DES,6CF3F11400F56C5CDC6EA2BC931595BDC8F98B78BF251D8BEA99D17F395F88FEEF24C4D2A8EDA15F0760555B651873EF,32,24,8,8,CBC,3.899399037046833,1.0,139.83333333333334,74.44330430304365
Blowfish,64729C1E556FACAC33AD5412132C5B3334E1DF4F1F9EAEEB41BF6A90024BFDC151E6333E941B1D64EB1EC8FEA8468508,32,16,8,8,CBC,3.8528070240748344,1.0,114.64583333333333,73.6442715534541
RSA,2A8196EF6240457807FA2F553C6A4086F760A4C261ADE8248C074E50ED5D2583E7958CFEEFF03B8722A62116B7A31CC813DD7C03DDADA13E124B2744F4AD94A84252EDBD3A7306A076FF84E345A66FD2F7CD1FD893ED939D66697C589A289E275F671EA3351429119D156CF0F4367E2DFF02D145B046021487CA0791DFA6FD2CE263D09F1DE64AE43BC73AA74CC1C5735896E0702F0DF80D5BC9870A5C2E01B22D72474F8274E7742749F2F899157EF1A5E8EBAC10F9ED59AB2C4468805695634B2FC96918405B16800316A88083B6AD4423C9FEE83340BD8801737C6318D29FB7A2E53106088786F4995367E25C13C970A07F169D31B16D644A5AD882A045B6,32,2048,0,0,Asymmetric,3.9774532573853207,1.0,123.1796875,73.94296087121711
ECC,34B2433E205A18C15D1173AC2F1423E348AC9FA104D1880726D968CE57C90678D96E57F24C4C45A49DF71EEB01C29AE93F5442509E214EC166E4F861B210D15B,32,256,0,0,Asymmetric,3.9295186719508646,1.0,117.796875,74.5233142394672
Diffie-Hellman,30C063D17A1D0A7C5CE865E2D5CC47139A6990E97680C9B2E41F65F6DE767A3D5F8CB3D239350131C62F23F534E08D5742F973385B622E0795ADC536969A1FA35B42718D6C5343E79A72FE2DAFCEDDCBFB361C3546DFA9FFF1B1BC2DFB2A0808F43099F3A59CEC360F0E0CE560A675C35FB318EA90FD1660A40BDA8B14479C133AB0E5C1EBAEB95E73D52658E3C6D3FC842F78DE5DD2614E069302B80FC1359DE946D531B96BA560BF747011032BFFBE82700202DF3E419B2DD6F14FC3E428AF768C8DB9AC990477C0E79DCAD3756934851DBE6954157B4FD7EB73FA92C0C40C43CD9DD20F5BCD638BEEBC0132C40020B030B6C4B160F9A472538516AF1A79B0,32,2048,0,0,KeyExchange,3.9803116325882377,1.0,129.7890625,75.01183785157576
AES,1FC25A8D3B88FABA2FAC59EC03553C8912C8AA21603BC462031808B2CA88112BA5008D23491CB8389717DFDBA55730FF1EFFFFB69BCBDFCDA2667569626A2FEC,32,16,16,16,CBC,3.8798838175045818,1.0,120.796875,76.78423090214797
DES,BD5BC49BBAA3BF813D5011BDDD1975887D9F25FE8BC76B453DEA4DE976746BA00089FDDC8706FD26442C7C4838ECA6E2,32,8,8,8,CBC,3.933260057157903,1.0,132.8125,71.64078687277241
3DES,FD7DC7182EC97C803CE7789706E4E2EDE0D275F28B2890C3D84B7AC07A1DCCD43DBECAAD3122EB06330A9F07B304F79D,32,24,8,8,CBC,3.827376754695606,1.0,137.625,79.84454296736044
Blowfish,9E7E8933AED8C582FF3CD1EA0B8E5778E3B8A7F3E8F963B5DEB363AD6AE6BB0DDE6B1617E95CB85F8F165620A464EBFC,32,16,8,8,CBC,3.8437868497671914,1.0,148.125,72.80041924100895
RSA,483FC7A3DBEA033C4B4BA6C65B86157E75720E9FBCF3834EDB0AE022EEA6DD475A6B74399A5743FF68BEE7312EF3AF0D81C87257A4B7006CDAD170D92525E19102D6C10D400E0C378A2AFF28C3AB9C08BABF38197FD4273A030ECC03C38B366452EBBFA10836C5F90DEE6CBB1BC07A223129E043F9D7B11C3212DA8C363B54E4CCD1EFA065E18514DA085B5448538425E307B5B7BCDA478D9CEAF49ED5DD9E8C8A90F9535CCEFACB7F0846D113E5B06AAF59540FEFA1444B25FC232608B1997A7AFE2A4A3CC3BEFD9E6071796DA924851B2CAFCC724AA0C86A65832EED76E7CD7998646EA531D615B1E1210968A29F31AE268AE167656CDCFF24747CE7BDC070,32,2048,0,0,Asymmetric,3.989232378907935,1.0,128.02734375,75.10624788304456
